curso,entry_id,unidade,gold_primario,gold_extras,gold_fonte,pred_produto,aceito_produto,primario_produto,pred_sem_llm,aceito_sem_llm,primario_sem_llm,pred_so_codigo,aceito_so_codigo,primario_so_codigo,tipo_erro_cru,cru_conf_1a,cru_slug_1a,cru_reasons_1a,pred_sem_llm_escopo_antigo,herdado_no_escopo_antigo
CG,basico3d-py,unidade-06-processo-de-visualizacao-3d,conceito-de-camera-sintetica,pipeline-de-visualizacao-3d;projecoes,conteudo,perspectiva,0,0,perspectiva,0,0,perspectiva,0,0,trocado,0.978,perspectiva,winner_score=4.84,perspectiva,0
CG,opengl3d,unidade-06-processo-de-visualizacao-3d,conceito-de-camera-sintetica,projecoes;pipeline-de-visualizacao-3d,conteudo,conceito-de-camera-sintetica,1,1,perspectiva,0,0,perspectiva,0,0,trocado,0.579,perspectiva,winner_score=4.84,perspectiva,0
CG,opengl3dcpp-vdi,unidade-06-processo-de-visualizacao-3d,conceito-de-camera-sintetica,projecoes;pipeline-de-visualizacao-3d,card,paralela,0,0,,0,0,,0,0,vazio,0.000,,empate-exato 2x score=4.84,,0
CG,opengl3dcpp,unidade-06-processo-de-visualizacao-3d,conceito-de-camera-sintetica,projecoes;pipeline-de-visualizacao-3d,card,paralela,0,0,,0,0,,0,0,vazio,0.000,,empate-exato 2x score=4.84,,0
CG,vis3d,unidade-06-processo-de-visualizacao-3d,projecoes,paralela;perspectiva;conceito-de-camera-sintetica;a-matematica-das-projecoes-planares,conteudo,paralela,1,0,,0,0,,0,0,vazio,0.000,,empate-exato 2x score=9.46,,0
CG,basico3d-cpp,unidade-07-representacao-e-modelagem-de-objetos,tecnicas-de-modelagem-3d,varredura;bezier-e-algoritmo-de-casteljau,conteudo,bezier-e-algoritmo-de-casteljau,1,0,bezier-e-algoritmo-de-casteljau,1,0,bezier-e-algoritmo-de-casteljau,1,0,ok,0.985,bezier-e-algoritmo-de-casteljau,winner_score=7.10,bezier-e-algoritmo-de-casteljau,0
CG,basico3d-py-zip,unidade-07-representacao-e-modelagem-de-objetos,tecnicas-de-modelagem-3d,varredura,conteudo,tecnicas-de-modelagem-3d,1,1,tecnicas-de-modelagem-3d,1,1,tecnicas-de-modelagem-3d,1,1,ok,0.840,tecnicas-de-modelagem-3d,winner_score=0.11,tecnicas-de-modelagem-3d,0
CG,exerciciodemodelagem,unidade-07-representacao-e-modelagem-de-objetos,varredura,tecnicas-de-modelagem-3d,conteudo,tecnicas-de-modelagem-3d,1,0,tecnicas-de-modelagem-3d,1,0,tecnicas-de-modelagem-3d,1,0,ok,0.982,tecnicas-de-modelagem-3d,winner_score=0.96,tecnicas-de-modelagem-3d,0
CG,elemoculto,unidade-06-processo-de-visualizacao-3d,algoritmos-de-remocao-de-elementos-ocultos,eliminacao-de-faces-traseiras;algoritmo-do-pintor;algoritmo-z-buffer;arvores-bsp,conteudo,algoritmos-de-remocao-de-elementos-ocultos,1,1,algoritmo-z-buffer,1,0,algoritmo-z-buffer,1,0,ok,0.432,algoritmo-z-buffer,winner_score=10.18,algoritmo-z-buffer,0
CG,exemplozbuffer,unidade-06-processo-de-visualizacao-3d,algoritmo-z-buffer,,conteudo,algoritmo-z-buffer,1,1,algoritmo-z-buffer,1,1,algoritmo-z-buffer,1,1,ok,0.862,algoritmo-z-buffer,winner_score=0.14,algoritmo-z-buffer,0
CG,iluminacao,unidade-08-sintese-de-imagens-realisticas,modelos-de-iluminacao-luz-pontual-direcional-spot,modelos-de-reflexao-ambiente-difusa-especular;metodos-de-sombreamento-flat-gouraud-phong,conteudo,modelos-de-reflexao-ambiente-difusa-especular,1,0,modelos-de-reflexao-ambiente-difusa-especular,1,0,modelos-de-reflexao-ambiente-difusa-especular,1,0,ok,0.352,modelos-de-reflexao-ambiente-difusa-especular,winner_score=1.80,modelos-de-reflexao-ambiente-difusa-especular,0
CG,programabasico3d,unidade-08-sintese-de-imagens-realisticas,modelos-de-reflexao-ambiente-difusa-especular,modelos-de-iluminacao-luz-pontual-direcional-spot;projecoes,conteudo,metodos-de-sombreamento-flat-gouraud-phong,0,0,metodos-de-sombreamento-flat-gouraud-phong,0,0,metodos-de-sombreamento-flat-gouraud-phong,0,0,trocado,0.000,,empate-exato 2x score=0.11,metodos-de-sombreamento-flat-gouraud-phong,0
CG,exercicios,unidade-01-introducao-ao-processamento-grafico,aplicacoes,,ruling-user 2026-09-11,aplicacoes,1,1,aplicacoes,1,1,,0,0,ok,1.000,aplicacoes,winner_score=7.14,aplicacoes,0
CG,opengl-cpp,unidade-01-introducao-ao-processamento-grafico,aplicacoes,,ruling-user 2026-09-11,aplicacoes,1,1,aplicacoes,1,1,conceitos,0,0,ok,0.639,aplicacoes,winner_score=13.28,aplicacoes,0
CG,opengl-py,unidade-01-introducao-ao-processamento-grafico,aplicacoes,,ruling-user 2026-09-11,aplicacoes,1,1,aplicacoes,1,1,conceitos,0,0,ok,0.384,aplicacoes,winner_score=7.79,aplicacoes,0
CG,openglbasico,unidade-01-introducao-ao-processamento-grafico,aplicacoes,,ruling-user 2026-09-11,aplicacoes,1,1,aplicacoes,1,1,aplicacoes,1,1,ok,1.000,aplicacoes,winner_score=9.75,aplicacoes,0
CG,exercicio-com-animacao,unidade-02-fundamentos-matematicos,operacoes-com-vetores,entidades-geometricas,conteudo,,0,0,algoritmos-de-poligonos,0,0,algoritmos-de-poligonos,0,0,trocado,1.000,algoritmos-de-poligonos,winner_score=0.42,algoritmos-de-poligonos,0
CG,exercicio-com-poligonos,unidade-02-fundamentos-matematicos,algoritmos-de-poligonos,,conteudo,algoritmos-de-poligonos,1,1,algoritmos-de-poligonos,1,1,algoritmos-de-poligonos,1,1,ok,1.000,algoritmos-de-poligonos,winner_score=0.42,algoritmos-de-poligonos,0
CG,exercicio-de-animacao-foguete,unidade-02-fundamentos-matematicos,operacoes-com-vetores,algoritmos-de-poligonos,conteudo,algoritmos-de-poligonos,1,0,algoritmos-de-poligonos,1,0,algoritmos-de-poligonos,1,0,ok,1.000,algoritmos-de-poligonos,winner_score=0.42,algoritmos-de-poligonos,0
CG,fundamentosmatematicos,unidade-02-fundamentos-matematicos,entidades-geometricas,operacoes-com-vetores,conteudo,entidades-geometricas,1,1,operacoes-com-vetores,1,0,operacoes-com-vetores,1,0,ok,0.812,operacoes-com-vetores,winner_score=2.06,operacoes-com-vetores,0
CG,matematica,unidade-02-fundamentos-matematicos,operacoes-com-vetores,entidades-geometricas,conteudo,entidades-geometricas,1,0,,0,0,,0,0,vazio,0.000,,sem-sinal (winner_score=0),,0
CG,colisao,unidade-02-fundamentos-matematicos,algoritmos-de-deteccao-e-calculo-de-interseccao,,conteudo,algoritmos-de-deteccao-e-calculo-de-interseccao,1,1,algoritmos-de-deteccao-e-calculo-de-interseccao,1,1,algoritmos-de-deteccao-e-calculo-de-interseccao,1,1,ok,0.881,algoritmos-de-deteccao-e-calculo-de-interseccao,winner_score=0.91,algoritmos-de-deteccao-e-calculo-de-interseccao,0
CG,geomcomp,unidade-02-fundamentos-matematicos,algoritmos-de-geometria-computacional,,conteudo,algoritmos-de-geometria-computacional,1,1,algoritmos-de-geometria-computacional,1,1,algoritmos-de-geometria-computacional,1,1,ok,0.923,algoritmos-de-geometria-computacional,winner_score=5.74,algoritmos-de-geometria-computacional,0
CG,animacao-v2,unidade-04-processo-de-visualizacao-2d,,,conteudo,desenho-de-linhas,0,0,desenho-de-linhas,0,0,desenho-de-linhas,0,0,trocado,0.920,desenho-de-linhas,winner_score=1.35,desenho-de-linhas,0
CG,exercicios-teoricos-sobre-processo-de-visualizacao-2d,unidade-04-processo-de-visualizacao-2d,sistema-de-coordenadas-cartesianas,,conteudo,desenho-de-linhas,0,0,desenho-de-linhas,0,0,desenho-de-linhas,0,0,trocado,0.887,desenho-de-linhas,winner_score=1.41,desenho-de-linhas,0
CG,instanciamento,unidade-04-processo-de-visualizacao-2d,,,conteudo,2d-3d-mao-direita-e-mao-esquerda,0,0,sistema-de-coordenadas-cartesianas,0,0,sistema-de-coordenadas-cartesianas,0,0,trocado,0.843,sistema-de-coordenadas-cartesianas,winner_score=0.91,sistema-de-coordenadas-cartesianas,0
CG,mapeamento,unidade-04-processo-de-visualizacao-2d,sistema-de-coordenadas-cartesianas,,conteudo,sistema-de-coordenadas-cartesianas,1,1,recorte,0,0,recorte,0,0,trocado,0.813,recorte,winner_score=4.84,recorte,0
CG,pagina-com-videos-sobre-instanciamento,unidade-04-processo-de-visualizacao-2d,,,conteudo,desenho-de-linhas,0,0,desenho-de-linhas,0,0,desenho-de-linhas,0,0,trocado,0.986,desenho-de-linhas,winner_score=1.35,desenho-de-linhas,0
CG,recorte,unidade-04-processo-de-visualizacao-2d,recorte,,conteudo,recorte,1,1,recorte,1,1,recorte,1,1,ok,0.934,recorte,winner_score=14.16,recorte,0
CG,transformacoesgeometricas,unidade-04-processo-de-visualizacao-2d,,,conteudo,desenho-de-linhas,0,0,desenho-de-linhas,0,0,desenho-de-linhas,0,0,trocado,0.862,desenho-de-linhas,winner_score=0.12,desenho-de-linhas,0
CG,transformacoesgl,unidade-04-processo-de-visualizacao-2d,,,conteudo,sistema-de-coordenadas-cartesianas,0,0,sistema-de-coordenadas-cartesianas,0,0,sistema-de-coordenadas-cartesianas,0,0,trocado,0.840,sistema-de-coordenadas-cartesianas,winner_score=0.12,sistema-de-coordenadas-cartesianas,0
CG,vis2d,unidade-04-processo-de-visualizacao-2d,sistema-de-coordenadas-cartesianas,recorte,conteudo,recorte,1,0,recorte,1,0,recorte,1,0,ok,0.857,recorte,winner_score=9.46,recorte,0
CG,bezier-animacao,unidade-07-representacao-e-modelagem-de-objetos,bezier-e-algoritmo-de-casteljau,representacao-de-curvas-parametricas,conteudo,bezier-e-algoritmo-de-casteljau,1,1,bezier-e-algoritmo-de-casteljau,1,1,bezier-e-algoritmo-de-casteljau,1,1,ok,0.989,bezier-e-algoritmo-de-casteljau,winner_score=10.95,bezier-e-algoritmo-de-casteljau,0
CG,bezier-cpp,unidade-07-representacao-e-modelagem-de-objetos,bezier-e-algoritmo-de-casteljau,representacao-de-curvas-parametricas,conteudo,bezier-e-algoritmo-de-casteljau,1,1,bezier-e-algoritmo-de-casteljau,1,1,bezier-e-algoritmo-de-casteljau,1,1,ok,0.989,bezier-e-algoritmo-de-casteljau,winner_score=10.95,bezier-e-algoritmo-de-casteljau,0
CG,bezier-py,unidade-07-representacao-e-modelagem-de-objetos,bezier-e-algoritmo-de-casteljau,representacao-de-curvas-parametricas,conteudo,bezier-e-algoritmo-de-casteljau,1,1,bezier-e-algoritmo-de-casteljau,1,1,representacao-de-curvas-parametricas,1,0,ok,0.989,bezier-e-algoritmo-de-casteljau,winner_score=10.95,bezier-e-algoritmo-de-casteljau,0
CG,bezier-python,unidade-07-representacao-e-modelagem-de-objetos,bezier-e-algoritmo-de-casteljau,representacao-de-curvas-parametricas,conteudo,bezier-e-algoritmo-de-casteljau,1,1,bezier-e-algoritmo-de-casteljau,1,1,tecnicas-de-modelagem-3d,0,0,ok,0.989,bezier-e-algoritmo-de-casteljau,winner_score=10.95,bezier-e-algoritmo-de-casteljau,0
CG,curvas,unidade-07-representacao-e-modelagem-de-objetos,representacao-de-curvas-parametricas,bezier-e-algoritmo-de-casteljau;hermite;catmull-rom;b-spline,conteudo,bezier-e-algoritmo-de-casteljau,1,0,bezier-e-algoritmo-de-casteljau,1,0,hermite,1,0,ok,0.086,representacao-de-curvas-parametricas,winner_score=5.30 | ambiguous,bezier-e-algoritmo-de-casteljau,0
CG,curvasparametricas,unidade-07-representacao-e-modelagem-de-objetos,representacao-de-curvas-parametricas,bezier-e-algoritmo-de-casteljau;hermite;catmull-rom;b-spline,conteudo,representacao-de-curvas-parametricas,1,1,representacao-de-curvas-parametricas,1,1,representacao-de-curvas-parametricas,1,1,ok,0.482,representacao-de-curvas-parametricas,winner_score=12.42,representacao-de-curvas-parametricas,0
CG,exercicios-sobre-curvas,unidade-07-representacao-e-modelagem-de-objetos,catmull-rom,representacao-de-curvas-parametricas;bezier-e-algoritmo-de-casteljau,conteudo,bezier-e-algoritmo-de-casteljau,1,0,bezier-e-algoritmo-de-casteljau,1,0,hermite,0,0,ok,0.132,hermite,winner_score=4.92,bezier-e-algoritmo-de-casteljau,0
CG,floodfill,unidade-03-processamento-de-imagens-e-visao-computacional,segmentacao,,conteudo,segmentacao,1,1,segmentacao,1,1,cores-e-tipos-de-imagens,0,0,ok,0.969,segmentacao,winner_score=4.54,segmentacao,0
CG,img,unidade-03-processamento-de-imagens-e-visao-computacional,cores-e-tipos-de-imagens,filtros;algoritmos-de-quantizacao-e-amostragem,conteudo,cores-e-tipos-de-imagens,1,1,cores-e-tipos-de-imagens,1,1,cores-e-tipos-de-imagens,1,1,ok,0.258,filtros,winner_score=2.00,cores-e-tipos-de-imagens,0
CG,remocaoderuido,unidade-03-processamento-de-imagens-e-visao-computacional,filtros,,conteudo,filtros,1,1,cores-e-tipos-de-imagens,0,0,cores-e-tipos-de-imagens,0,0,trocado,1.000,cores-e-tipos-de-imagens,winner_score=0.14,cores-e-tipos-de-imagens,0
CG,exercicios-de-processamento-de-imagens,unidade-03-processamento-de-imagens-e-visao-computacional,algoritmos-de-quantizacao-e-amostragem,cores-e-tipos-de-imagens;filtros;segmentacao,conteudo,cores-e-tipos-de-imagens,1,0,cores-e-tipos-de-imagens,1,0,cores-e-tipos-de-imagens,1,0,ok,1.000,cores-e-tipos-de-imagens,winner_score=0.14,cores-e-tipos-de-imagens,0
CG,introducaoprocimg,unidade-03-processamento-de-imagens-e-visao-computacional,filtros,introducao-e-exemplos-de-aplicacoes;cores-e-tipos-de-imagens,conteudo,filtros,1,1,segmentacao,0,0,filtros,1,1,trocado,0.120,segmentacao,winner_score=10.46,segmentacao,0
CG,exercicios-de-geometria-computacional,unidade-02-fundamentos-matematicos,algoritmos-de-geometria-computacional,,conteudo,algoritmos-de-geometria-computacional,1,1,algoritmos-de-geometria-computacional,1,1,algoritmos-de-geometria-computacional,1,1,ok,1.000,algoritmos-de-geometria-computacional,winner_score=1.38,algoritmos-de-geometria-computacional,0
CG,exercicios-sobre-curvas-html,unidade-07-representacao-e-modelagem-de-objetos,catmull-rom,representacao-de-curvas-parametricas;bezier-e-algoritmo-de-casteljau,conteudo,bezier-e-algoritmo-de-casteljau,1,0,bezier-e-algoritmo-de-casteljau,1,0,hermite,0,0,ok,0.132,hermite,winner_score=4.92,bezier-e-algoritmo-de-casteljau,0
CG,exercicios-teoricos-sobre-processo-de-visualizacao-2d-html,unidade-04-processo-de-visualizacao-2d,sistema-de-coordenadas-cartesianas,,conteudo,desenho-de-linhas,0,0,desenho-de-linhas,0,0,desenho-de-linhas,0,0,trocado,0.887,desenho-de-linhas,winner_score=1.41,desenho-de-linhas,0
CG,exerciciosfundamentosmatematicos,unidade-02-fundamentos-matematicos,algoritmos-de-poligonos,operacoes-com-vetores,conteudo,algoritmos-de-poligonos,1,1,operacoes-com-vetores,1,0,operacoes-com-vetores,1,0,ok,1.000,operacoes-com-vetores,winner_score=0.14,operacoes-com-vetores,0
CG,domina,unidade-02-fundamentos-matematicos,algoritmos-de-geometria-computacional,,conteudo,algoritmos-de-geometria-computacional,1,1,algoritmos-de-geometria-computacional,1,1,algoritmos-de-geometria-computacional,1,1,ok,1.000,algoritmos-de-geometria-computacional,winner_score=1.32,algoritmos-de-geometria-computacional,0
CG,planesweep,unidade-02-fundamentos-matematicos,algoritmos-de-geometria-computacional,,conteudo,algoritmos-de-geometria-computacional,1,1,algoritmos-de-geometria-computacional,1,1,algoritmos-de-geometria-computacional,1,1,ok,1.000,algoritmos-de-geometria-computacional,winner_score=1.32,algoritmos-de-geometria-computacional,0
CG,slab,unidade-02-fundamentos-matematicos,algoritmos-de-geometria-computacional,algoritmos-de-poligonos,conteudo,algoritmos-de-geometria-computacional,1,1,algoritmos-de-geometria-computacional,1,1,algoritmos-de-geometria-computacional,1,1,ok,0.667,algoritmos-de-geometria-computacional,winner_score=1.32,algoritmos-de-geometria-computacional,0
CG,exercicioduascores,unidade-03-processamento-de-imagens-e-visao-computacional,algoritmos-de-quantizacao-e-amostragem,cores-e-tipos-de-imagens,conteudo,cores-e-tipos-de-imagens,1,0,cores-e-tipos-de-imagens,1,0,cores-e-tipos-de-imagens,1,0,ok,1.000,cores-e-tipos-de-imagens,winner_score=0.14,cores-e-tipos-de-imagens,0
CG,video-sobre-origens-da-computacao-grafica-806e66,unidade-01-introducao-ao-processamento-grafico,origens,,titulo,origens,1,1,origens,1,1,origens,1,1,ok,1.000,origens,winner_score=13.22,origens,1
CG,video-com-instrucoes-para-usar-opengl-na-vdi-da-pucrs-3a8758,unidade-01-introducao-ao-processamento-grafico,aplicacoes,,ruling-user 2026-09-11,aplicacoes,1,1,aplicacoes,1,1,,0,0,ok,1.000,aplicacoes,winner_score=7.06,aplicacoes,1
CG,pagina-com-videos-sobre-fundamentos-matematicos-para-computacao-grafica-d1d4a9,unidade-02-fundamentos-matematicos,entidades-geometricas,operacoes-com-vetores,titulo,algoritmos-de-poligonos,0,0,algoritmos-de-poligonos,0,0,algoritmos-de-poligonos,0,0,trocado,0.722,algoritmos-de-poligonos,winner_score=0.44,algoritmos-de-poligonos,1
CG,videos-sobre-algoritmos-de-detecao-de-colisao-bd7d84,unidade-02-fundamentos-matematicos,algoritmos-de-deteccao-e-calculo-de-interseccao,,titulo,algoritmos-de-deteccao-e-calculo-de-interseccao,1,1,,0,0,,0,0,vazio,0.000,,sem-sinal (winner_score=0),algoritmos-de-deteccao-e-calculo-de-interseccao,1
CG,pagina-com-videos-sobre-geometria-computacional-ebca9a,unidade-02-fundamentos-matematicos,algoritmos-de-geometria-computacional,,titulo,algoritmos-de-geometria-computacional,1,1,algoritmos-de-geometria-computacional,1,1,algoritmos-de-geometria-computacional,1,1,ok,1.000,algoritmos-de-geometria-computacional,winner_score=1.32,algoritmos-de-geometria-computacional,1
CG,pagina-com-videos-sobre-recorte-e257d3,unidade-04-processo-de-visualizacao-2d,recorte,,titulo,recorte,1,1,recorte,1,1,recorte,1,1,ok,0.999,recorte,winner_score=14.16,recorte,1
CG,video-sobre-o-algoritmo-de-recorte-por-subdivisao-binaria-db7e2e,unidade-04-processo-de-visualizacao-2d,recorte,,titulo,recorte,1,1,recorte,1,1,recorte,1,1,ok,0.999,recorte,winner_score=13.26,recorte,1
CG,pagina-com-videos-sobre-mapeamento-9f410e,unidade-04-processo-de-visualizacao-2d,sistema-de-coordenadas-cartesianas,,conteudo,,0,0,,0,0,,0,0,vazio,0.000,,empate-exato 4x score=0.02,,1
CG,video-sobre-mapeamento-em-opengl-1dad3c,unidade-04-processo-de-visualizacao-2d,sistema-de-coordenadas-cartesianas,,conteudo,2d-3d-mao-direita-e-mao-esquerda,0,0,,0,0,,0,0,vazio,0.000,,empate-exato 4x score=0.02,2d-3d-mao-direita-e-mao-esquerda,1
CG,pagina-com-videos-sobre-curvas-parametricas-63d902,unidade-07-representacao-e-modelagem-de-objetos,representacao-de-curvas-parametricas,,titulo,representacao-de-curvas-parametricas,1,1,representacao-de-curvas-parametricas,1,1,hermite,0,0,ok,0.595,representacao-de-curvas-parametricas,winner_score=11.96,representacao-de-curvas-parametricas,1
CG,pagina-com-videos-sobre-manipulacao-de-imagens-61ddde,unidade-03-processamento-de-imagens-e-visao-computacional,cores-e-tipos-de-imagens,filtros,titulo,segmentacao,0,0,cores-e-tipos-de-imagens,1,1,cores-e-tipos-de-imagens,1,1,ok,0.865,cores-e-tipos-de-imagens,winner_score=0.91,segmentacao,1
CG,pagina-com-videos-sobre-introducao-ao-processamento-de-imagens-61f156,unidade-03-processamento-de-imagens-e-visao-computacional,introducao-e-exemplos-de-aplicacoes,filtros,titulo,filtros,1,0,segmentacao,0,0,filtros,1,0,trocado,0.071,filtros,winner_score=4.80 | ambiguous,filtros,1
CG,pagina-com-videos-sobre-segmentacao-de-imagens-d0627f,unidade-03-processamento-de-imagens-e-visao-computacional,segmentacao,,titulo,segmentacao,1,1,segmentacao,1,1,segmentacao,1,1,ok,0.992,segmentacao,winner_score=13.47,segmentacao,1
CG,pagina-com-videos-sobre-segmentacao-por-texturas-e03566,unidade-03-processamento-de-imagens-e-visao-computacional,segmentacao,,titulo,segmentacao,1,1,segmentacao,1,1,segmentacao,1,1,ok,0.992,segmentacao,winner_score=13.47,segmentacao,1
CG,aula-gravada-975b85,unidade-03-processamento-de-imagens-e-visao-computacional,segmentacao,filtros,titulo,segmentacao,1,1,segmentacao,1,1,segmentacao,1,1,ok,0.000,,sem-sinal (winner_score=0),segmentacao,1
CG,pagina-com-videos-sobre-morfologia-matematica-06265a,unidade-03-processamento-de-imagens-e-visao-computacional,segmentacao,filtros,titulo,segmentacao,1,1,segmentacao,1,1,segmentacao,1,1,ok,0.000,,sem-sinal (winner_score=0),segmentacao,1
CG,video-sobre-prechimento-de-areas-duracao-330-defae7,unidade-03-processamento-de-imagens-e-visao-computacional,segmentacao,,titulo,segmentacao,1,1,segmentacao,1,1,,0,0,ok,1.000,segmentacao,winner_score=0.12,segmentacao,1
CG,video-sobre-prechimento-de-areas-duracao-1300-d87e5f,unidade-03-processamento-de-imagens-e-visao-computacional,segmentacao,,titulo,segmentacao,1,1,segmentacao,1,1,cores-e-tipos-de-imagens,0,0,ok,0.865,segmentacao,winner_score=0.91,segmentacao,1
CG,paginas-com-videos-sobre-modelagem-geometrica-f2614a,unidade-07-representacao-e-modelagem-de-objetos,tecnicas-de-modelagem-3d,formas-de-representacao,titulo,geometria-solida-construtiva-csg,0,0,geometria-solida-construtiva-csg,0,0,geometria-solida-construtiva-csg,0,0,trocado,0.069,instanciamento-de-primitivas,winner_score=5.78 | ambiguous,geometria-solida-construtiva-csg,1
CG,pagina-com-videos-sobre-visualizacao-3d-35a833,unidade-06-processo-de-visualizacao-3d,pipeline-de-visualizacao-3d,projecoes;conceito-de-camera-sintetica,titulo,paralela,0,0,,0,0,,0,0,vazio,0.000,,empate-exato 2x score=4.84,paralela,1
CG,pagina-com-videos-sobre-remocao-de-elementos-ocultos-20c34a,unidade-06-processo-de-visualizacao-3d,algoritmos-de-remocao-de-elementos-ocultos,,titulo,algoritmos-de-remocao-de-elementos-ocultos,1,1,algoritmos-de-remocao-de-elementos-ocultos,1,1,algoritmos-de-remocao-de-elementos-ocultos,1,1,ok,0.275,algoritmo-do-pintor,winner_score=5.78,algoritmos-de-remocao-de-elementos-ocultos,1
CG,pagina-com-videos-sobre-sintese-de-imagens-realisticas-a6d9ea,unidade-08-sintese-de-imagens-realisticas,modelos-de-iluminacao-luz-pontual-direcional-spot,modelos-de-reflexao-ambiente-difusa-especular;metodos-de-sombreamento-flat-gouraud-phong,titulo,modelos-de-reflexao-ambiente-difusa-especular,1,0,modelos-de-reflexao-ambiente-difusa-especular,1,0,modelos-de-reflexao-ambiente-difusa-especular,1,0,ok,0.496,modelos-de-reflexao-ambiente-difusa-especular,winner_score=1.80,modelos-de-reflexao-ambiente-difusa-especular,1
FR,01-protocolos-de-rede,unidade-01-introducao-a-redes-de-computadores,conceito-de-protocolo-de-redes-pessoais-locais-metropolitanas-e-de-longa-distancia,conceitos-de-redes-de-computadores-e-internet,conteudo,conceito-de-protocolo-de-redes-pessoais-locais-metropolitanas-e-de-longa-distancia,1,1,modelos-osi-e-tcpip,0,0,modelos-osi-e-tcpip,0,0,trocado,1.000,modelos-osi-e-tcpip,winner_score=12.10,modelos-osi-e-tcpip,0
FR,02-modelos-de-referencia,unidade-01-introducao-a-redes-de-computadores,modelos-osi-e-tcpip,,conteudo,modelos-osi-e-tcpip,1,1,modelos-osi-e-tcpip,1,1,modelos-osi-e-tcpip,1,1,ok,0.907,modelos-osi-e-tcpip,winner_score=14.26,modelos-osi-e-tcpip,0
FR,03-tipos-de-redes,unidade-01-introducao-a-redes-de-computadores,conceito-de-protocolo-de-redes-pessoais-locais-metropolitanas-e-de-longa-distancia,classificacao-e-topologias-de-redes-de-computadores,conteudo,conceito-de-protocolo-de-redes-pessoais-locais-metropolitanas-e-de-longa-distancia,1,1,modelos-osi-e-tcpip,0,0,conceito-de-protocolo-de-redes-pessoais-locais-metropolitanas-e-de-longa-distancia,1,1,trocado,0.816,modelos-osi-e-tcpip,winner_score=7.06,modelos-osi-e-tcpip,0
FR,unidade1-exercicios,unidade-01-introducao-a-redes-de-computadores,modelos-osi-e-tcpip,conceitos-de-redes-de-computadores-e-internet;conceito-de-protocolo-de-redes-pessoais-locais-metropolitanas-e-de-longa-distancia,conteudo,modelos-osi-e-tcpip,1,1,modelos-osi-e-tcpip,1,1,,0,0,ok,0.985,modelos-osi-e-tcpip,winner_score=9.41,modelos-osi-e-tcpip,0
FR,04-camada-de-aplicacao,unidade-02-nivel-de-aplicacao,funcoes-e-caracteristicas-do-nivel-de-aplicacao,paradigmas-clienteservidor-e-p2p,conteudo,paradigmas-clienteservidor-e-p2p,1,0,protocolos-de-aplicacao-para-o-usuario-http-https-smtp-pop3-imap,0,0,protocolos-de-aplicacao-para-o-usuario-http-https-smtp-pop3-imap,0,0,trocado,0.333,protocolos-de-aplicacao-para-o-usuario-http-https-smtp-pop3-imap,winner_score=1.56,protocolos-de-aplicacao-para-o-usuario-http-https-smtp-pop3-imap,0
FR,04-protocolo-http,unidade-02-nivel-de-aplicacao,protocolos-de-aplicacao-para-o-usuario-http-https-smtp-pop3-imap,,conteudo,protocolos-de-aplicacao-para-o-usuario-http-https-smtp-pop3-imap,1,1,paradigmas-clienteservidor-e-p2p,0,0,paradigmas-clienteservidor-e-p2p,0,0,trocado,0.300,protocolos-de-aplicacao-para-o-usuario-http-https-smtp-pop3-imap,winner_score=1.30,paradigmas-clienteservidor-e-p2p,0
FR,05-protocolo-dns,unidade-02-nivel-de-aplicacao,protocolos-de-aplicacao-para-infraestrutura-dns-dhcp-snmp-nat,,conteudo,protocolos-de-aplicacao-para-infraestrutura-dns-dhcp-snmp-nat,1,1,protocolos-de-aplicacao-para-o-usuario-http-https-smtp-pop3-imap,0,0,protocolos-de-aplicacao-para-o-usuario-http-https-smtp-pop3-imap,0,0,trocado,0.273,protocolos-de-aplicacao-para-o-usuario-http-https-smtp-pop3-imap,winner_score=1.43,protocolos-de-aplicacao-para-o-usuario-http-https-smtp-pop3-imap,0
FR,06-protocolo-dhcp,unidade-02-nivel-de-aplicacao,protocolos-de-aplicacao-para-infraestrutura-dns-dhcp-snmp-nat,,conteudo,protocolos-de-aplicacao-para-infraestrutura-dns-dhcp-snmp-nat,1,1,protocolos-de-aplicacao-para-infraestrutura-dns-dhcp-snmp-nat,1,1,protocolos-de-aplicacao-para-infraestrutura-dns-dhcp-snmp-nat,1,1,ok,0.125,protocolos-de-aplicacao-para-infraestrutura-dns-dhcp-snmp-nat,winner_score=1.04,protocolos-de-aplicacao-para-infraestrutura-dns-dhcp-snmp-nat,0
FR,lista-de-exercicios-1-camada-de-aplicacao,unidade-02-nivel-de-aplicacao,funcoes-e-caracteristicas-do-nivel-de-aplicacao,protocolos-de-aplicacao-para-o-usuario-http-https-smtp-pop3-imap;protocolos-de-aplicacao-para-infraestrutura-dns-dhcp-snmp-nat;paradigmas-clienteservidor-e-p2p,conteudo,protocolos-de-aplicacao-para-o-usuario-http-https-smtp-pop3-imap,1,0,paradigmas-clienteservidor-e-p2p,1,0,paradigmas-clienteservidor-e-p2p,1,0,ok,0.000,,empate-exato 2x score=1.09,paradigmas-clienteservidor-e-p2p,0
